0	1009	944	123	9.987	134.106	53.591
203	1009	944	122	10.233	134.082	53.770
296	1009	944	122	10.081	133.922	53.735
399	1009	944	122	10.309	134.074	53.844
499	1009	944	123	10.565	134.229	54.251
598	1009	944	123	10.387	133.082	54.541
666	1009	944	122	10.416	134.243	54.636
757	1010	944	122	10.353	133.710	54.199
825	1009	944	123	10.413	134.244	54.275
894	1009	943	122	9.646	134.619	53.720
961	1010	944	122	9.805	133.952	53.248
1016	1010	944	122	9.501	133.817	53.098
1086	1009	943	121	8.348	135.048	52.438
1156	1010	943	121	8.793	134.036	51.542
1224	1010	943	121	8.428	134.055	51.438
1293	1010	943	121	8.486	134.200	50.737
1384	1010	944	122	9.965	133.935	53.252
1454	1010	943	121	9.560	134.142	52.741
1521	1010	943	121	9.960	134.109	52.960
1645	1011	944	122	10.564	133.063	53.768
1712	1010	944	122	10.453	133.075	54.163
1781	1011	944	122	10.407	133.702	54.356
1851	1011	944	122	10.551	133.681	54.253
1918	1011	944	122	10.560	132.263	54.069
1985	1011	944	122	10.209	133.730	53.873
2077	1012	944	122	10.553	131.898	54.687
2144	1011	944	122	10.252	132.918	54.216
2210	1011	944	122	10.144	132.931	54.068
2277	1012	944	122	10.351	132.282	54.011
2344	1011	944	122	10.500	132.888	54.443
2412	1011	944	122	10.428	132.897	54.170
2482	1012	944	122	10.203	131.940	54.583
2547	1012	944	121	9.921	132.142	54.571
2637	1012	944	123	10.115	132.301	53.900
2704	1012	944	122	10.198	132.294	54.230
2772	1012	944	123	10.166	133.105	54.768
2840	1012	944	123	10.414	133.079	54.998
2906	1012	944	122	10.389	132.902	54.820
2973	1012	944	123	10.008	133.120	54.800
3042	1012	944	122	10.140	133.107	54.845
3103	1012	944	123	10.324	133.089	54.647
3170	1012	944	122	10.012	133.119	55.032
3261	1012	944	123	10.036	133.117	54.856
3329	1012	944	123	10.253	133.096	55.284
3396	1012	944	123	10.336	133.267	55.005
3465	1012	944	122	9.954	131.967	54.691
3531	1012	944	122	10.033	133.117	54.795
3603	1013	944	122	10.025	132.770	54.971
3693	1012	944	122	9.079	133.187	54.469
3760	1013	944	121	9.326	133.835	53.787
3827	1012	944	121	9.266	133.680	54.282
3895	1012	944	121	9.279	132.188	54.280
3963	1012	944	121	9.364	133.831	54.267
4030	1013	944	121	9.700	132.809	54.551
4096	1012	944	121	9.704	132.160	54.719
4189	1012	936	103	2.112	124.174	40.935
4256	1013	929	89	-3.298	121.375	33.175
4325	1017	924	76	-5.435	116.805	29.059
4394	1021	921	69	-6.627	114.207	26.984
4484	1023	917	67	-9.029	112.920	26.941
4552	1025	916	65	-10.926	112.176	25.995
4618	1024	915	65	-11.696	113.763	25.320
4686	1025	914	67	-12.914	114.978	24.971
4753	1024	914	66	-13.758	117.388	24.801
4819	1026	911	66	-15.132	110.156	23.059
4887	1053	901	69	-18.699	60.083	21.465
4954	1058	898	69	-15.456	55.614	21.369
5046	1063	896	69	-9.996	56.422	21.666
5111	1066	896	69	-8.843	55.357	21.738
5180	1068	896	69	-9.131	54.391	21.563
5248	1070	896	67	-9.048	54.901	21.613
5314	1070	894	68	-10.526	55.466	21.769
5381	1073	892	67	-12.302	54.979	21.833
5442	1077	888	64	-12.140	55.737	21.571
5510	1081	886	63	-10.591	57.252	21.569
5577	1085	885	62	-8.517	57.852	21.117
5646	1088	883	64	-9.515	58.034	21.680
5714	1092	880	65	-9.253	58.853	21.437
5782	1097	877	64	-11.907	58.249	21.267
5872	1105	870	67	-13.106	58.690	21.788
5938	1115	865	69	-12.481	47.722	21.264
6006	1118	862	70	-10.926	50.386	21.635
6075	1121	860	70	-12.229	52.808	22.054
6144	1124	858	69	-11.713	52.983	21.709
6235	1127	855	70	-13.713	53.837	21.419
6302	1131	850	72	-14.337	53.374	22.510
6369	1137	845	72	-15.810	55.354	22.002
6437	1145	839	73	-12.779	55.538	22.300
6504	1152	836	72	-10.810	55.292	22.404
6572	1157	833	72	-9.834	56.071	22.150
6663	1164	830	72	-9.705	55.899	22.165
6730	1169	825	73	-12.857	42.865	22.201
6829	1178	818	76	-10.143	37.654	22.288
6897	1185	817	76	-6.788	39.790	22.082
6965	1189	816	76	-5.310	42.560	22.091
7033	1194	815	76	-5.082	43.451	22.179
7089	1197	814	75	-4.485	42.497	21.483
7156	1190	806	40	177.282	20.120	16.267
7227	1183	798	37	-7.439	21.600	15.262
7296	1182	796	38	172.386	21.016	15.530
7364	1182	795	38	169.182	20.352	15.903
7426	1181	794	40	172.235	20.897	16.394
7494	1182	793	41	173.870	21.521	16.442
7563	1181	793	42	176.818	21.301	17.140
7629	1163	790	82	5.959	38.729	24.286
7719	1157	784	86	179.515	85.014	25.168
7787	1146	782	88	178.548	89.996	24.550
7855	1131	781	78	182.494	102.382	24.237
7923	1084	776	72	187.751	60.801	23.376
7988	1060	773	71	188.640	59.145	22.826
8055	1039	771	71	189.074	58.021	22.280
8123	1023	770	71	189.134	59.011	22.232
8180	1009	769	70	190.890	58.618	22.056
8248	998	768	70	193.940	57.964	22.089
8316	983	751	75	207.731	46.528	23.570
8382	962	739	76	203.712	41.517	23.180
8451	945	732	78	197.931	42.032	23.142
8518	931	728	78	194.839	41.541	23.200
8584	919	726	79	192.085	42.254	22.909
8652	908	723	78	191.924	43.008	23.276
8745	895	721	78	191.671	43.761	23.302
8811	886	720	77	191.283	45.104	22.949
8880	867	715	66	192.625	55.434	21.788
8948	844	710	67	193.159	54.049	22.232
9015	825	707	69	193.339	52.342	21.768
9080	812	706	68	191.611	54.934	21.630
9148	798	704	64	193.096	51.351	20.998
9274	754	694	57	11.286	43.930	20.398
9341	740	692	67	193.048	55.018	21.277
9410	720	688	68	193.518	43.875	21.550
9469	711	680	73	199.277	54.460	22.371
9536	690	670	73	199.075	53.755	23.336
9603	667	662	77	196.133	52.477	23.055
9673	650	658	80	194.296	53.125	23.257
9739	634	654	80	193.052	52.096	23.619
9808	625	651	81	189.333	56.880	24.020
9897	609	648	81	190.384	57.246	24.312
9966	603	630	73	230.298	39.821	23.678
10034	597	618	74	237.400	41.642	24.088
10101	585	613	85	208.399	58.655	25.060
10169	586	610	94	197.299	99.561	26.264
10237	572	603	95	194.624	101.684	26.546
10295	548	598	80	184.571	103.947	24.403
10362	514	594	85	180.988	102.157	25.651
10428	489	593	88	179.094	104.034	24.724
10496	468	594	86	178.067	105.109	25.437
10563	450	594	87	178.176	106.105	25.293
10630	435	595	84	178.274	105.133	24.682
10698	421	596	84	178.370	103.157	24.100
10787	369	594	87	181.663	105.304	24.106
10856	338	591	76	181.919	106.275	24.417
10923	313	589	78	181.864	109.268	26.628
10989	277	589	75	5.131	59.211	24.262
11057	267	588	70	177.182	78.299	20.910
11124	233	590	59	195.109	40.780	20.120
11193	222	591	61	185.861	40.914	20.126
11284	211	584	72	186.896	40.039	21.721
11351	212	581	72	189.561	38.978	21.528
11419	-1	-1	-1	-1	-1.000	-1.000
11485	-1	-1	-1	-1	-1.000	-1.000
11552	281	581	29	201.804	13.927	11.142
11618	299	580	62	175.721	48.863	23.831
11687	324	580	86	7.080	83.846	26.035
11748	367	585	88	7.840	81.162	25.922
11847	390	588	88	8.055	102.386	25.716
11915	409	591	92	8.786	102.259	25.785
11974	425	594	91	9.123	104.551	26.356
12042	442	597	87	9.679	102.252	25.722
12110	457	600	85	10.216	101.607	25.376
12179	468	603	85	10.153	103.752	25.357
12239	482	607	83	9.953	102.418	25.005
12308	511	613	82	7.147	61.524	24.071
12374	522	616	80	6.003	62.025	23.499
12441	530	617	48	-4.665	47.414	20.849
12508	512	597	42	224.605	24.051	15.595
12574	503	590	56	26.340	30.861	19.246
12642	502	585	58	190.769	47.432	20.865
12710	499	581	58	187.417	53.243	19.833
12802	495	576	57	184.897	57.646	19.927
12870	481	573	80	182.408	59.284	23.064
12938	479	568	91	189.391	93.044	25.822
13005	459	563	89	183.742	89.528	25.637
13073	446	560	83	179.259	92.005	24.257
13140	430	559	85	177.980	100.114	24.866
13231	393	560	94	176.341	99.181	26.225
13298	372	561	95	176.375	101.304	26.025
13366	342	562	84	178.120	109.105	24.971
13432	310	563	85	177.224	110.113	25.473
13498	295	563	78	176.571	106.229	24.716
13565	283	562	68	176.880	106.169	23.020
13634	275	551	45	275.787	27.266	23.185
13691	300	541	64	-32.526	31.062	24.696
13758	314	537	61	162.068	25.633	22.443
13826	322	533	60	174.016	24.390	21.824
13893	329	530	63	176.829	24.350	22.354
13960	337	528	70	177.609	27.018	23.314
14029	352	526	88	177.071	55.133	25.478
14095	360	524	93	0.016	110.001	26.010
14163	387	523	97	2.622	114.247	26.575
14253	422	524	101	3.778	113.413	26.725
14354	447	524	100	2.696	114.203	27.006
14420	460	522	99	1.690	115.097	26.375
14487	470	522	95	-0.481	112.063	26.890
14555	491	504	54	-40.066	27.901	25.605
14623	493	490	61	284.260	28.615	24.722
14679	499	480	63	282.879	29.831	24.511
14750	513	478	84	-20.464	58.284	26.443
14816	522	475	99	-7.018	113.727	27.332
14885	552	470	100	-5.183	111.992	27.617
14953	594	465	85	-4.864	37.036	25.419
15021	592	464	95	-4.666	84.616	26.667
15110	608	463	96	-3.164	88.418	26.292
15176	634	468	82	8.651	116.550	26.306
15243	677	478	79	11.171	115.315	26.039
15310	713	487	72	10.745	112.969	24.683
15378	741	494	76	11.214	113.159	25.267
15444	785	504	78	10.758	68.200	25.347
15511	808	511	78	9.249	62.939	24.630
15577	807	511	77	11.485	105.900	25.175
15646	842	520	78	8.157	64.775	24.331
15714	835	513	71	-3.695	90.457	25.817
15805	855	497	78	-14.765	73.550	25.906
15871	864	489	81	-11.095	73.329	25.899
15937	872	484	83	-7.653	73.489	25.635
16005	877	480	82	-6.189	73.868	26.172
16077	888	468	85	-18.775	92.367	27.419
16134	901	453	93	-22.103	99.739	27.767
16201	913	442	96	-20.745	99.849	28.154
16271	924	436	82	-13.638	106.433	26.825
16337	959	432	78	2.023	108.109	26.372
16405	993	434	81	5.696	108.459	25.673
16473	1020	436	81	6.184	109.658	25.476
16564	1053	440	84	6.323	106.897	25.947
16631	1069	443	88	4.808	112.696	26.588
16699	1087	442	90	-0.943	109.100	26.881
16766	1105	441	98	-1.733	101.256	26.049
16825	1118	440	101	-1.940	101.314	26.019
16895	1129	439	97	-3.468	100.482	26.709
16962	1137	431	72	-26.813	67.532	26.823
17029	1156	414	75	-35.872	38.236	26.841
17098	1157	404	62	256.597	29.324	24.737
17156	1142	395	86	208.839	39.037	27.294
17224	1140	393	101	188.378	88.142	27.609
17292	1124	390	99	187.063	122.541	27.937
17360	1095	385	104	186.512	119.507	28.418
17429	1073	382	106	185.810	119.317	28.310
17497	1054	379	104	185.222	119.058	28.328
17586	1029	377	103	184.328	117.949	28.723
17654	1016	377	105	183.677	117.721	28.399
17723	1001	376	97	181.492	121.271	27.704
17790	961	374	93	179.337	121.015	26.519
