0	-1	-1	-1	-1	-1.000	-1.000
133	162	665	64	10.468	27.202	20.394
361	215	688	50	-15.769	39.412	22.406
429	216	696	55	161.965	40.489	22.821
489	217	709	54	161.759	42.059	23.420
558	237	712	69	144.414	58.478	25.099
625	221	729	61	-8.930	40.390	22.044
693	219	738	60	-9.108	42.224	22.198
761	221	751	56	-9.752	39.314	21.682
829	227	766	58	-20.088	27.509	21.096
887	227	787	55	-15.662	28.157	21.300
954	228	811	56	-24.020	29.646	21.217
1021	179	832	64	5.383	31.520	22.466
1090	178	845	60	180.313	28.021	21.038
1189	262	853	60	159.728	42.229	23.206
1247	256	861	58	160.124	31.352	22.650
1317	259	866	58	168.686	45.107	22.161
1384	182	876	64	178.439	30.152	21.183
1450	183	879	64	177.485	31.190	21.199
1521	183	882	65	175.662	30.519	21.318
1616	181	884	60	173.991	26.799	20.623
1683	182	887	64	175.462	28.624	20.570
1750	248	887	57	0.301	41.041	21.021
1817	244	890	59	1.492	40.247	19.072
1886	246	892	55	4.823	42.608	20.097
1977	250	895	59	5.881	39.819	20.714
2044	255	898	63	4.562	31.459	20.812
2144	257	902	68	180.594	30.019	21.092
2210	256	904	65	182.912	27.422	21.481
2278	251	906	62	7.860	37.029	22.204
2336	249	908	58	5.744	39.805	21.195
2404	245	910	54	4.964	40.715	19.534
2477	244	913	59	184.461	40.579	19.890
2546	243	916	60	183.410	40.405	20.143
2639	183	910	58	169.427	27.643	21.377
2710	181	907	53	164.704	24.296	20.347
2778	180	907	51	-13.533	23.261	19.642
2871	251	909	55	16.477	38.492	21.556
2943	256	908	61	181.032	26.032	21.123
3039	262	906	69	185.374	39.765	22.899
3108	265	905	70	187.405	44.664	22.937
3199	270	905	64	189.321	44.538	20.501
3268	270	904	62	189.494	43.569	20.396
3335	271	903	62	191.400	44.326	19.843
3403	268	901	66	191.925	46.508	21.938
3493	262	899	68	184.260	41.110	22.714
3565	257	898	64	183.012	29.328	21.391
3635	257	897	63	182.402	27.312	20.443
3729	255	894	59	5.905	26.891	21.506
3797	255	893	58	15.830	29.666	21.424
3895	246	885	54	18.931	42.406	21.217
3953	240	880	64	201.425	43.976	21.576
4021	230	871	61	202.600	27.692	20.770
4089	231	866	62	201.125	28.217	20.670
4156	239	863	67	203.901	44.060	21.329
4226	244	858	64	27.795	48.394	21.999
4293	253	854	56	41.784	31.302	21.418
4360	252	847	53	38.760	30.610	20.923
4428	174	837	52	-27.121	23.293	19.689
4520	178	830	66	-22.263	31.763	23.559
4587	240	826	65	205.880	45.128	19.010
4656	229	812	69	220.537	29.289	20.939
4724	228	801	69	220.139	29.307	20.327
4782	238	794	70	211.077	42.541	21.940
4850	239	787	66	212.873	42.668	20.546
4918	237	779	73	211.598	47.037	22.078
4986	229	769	76	212.685	29.682	21.455
5053	227	760	64	218.253	27.515	20.160
5110	172	740	70	-42.649	34.764	27.699
5178	169	722	65	296.593	31.306	26.386
5246	227	705	64	227.910	28.990	19.175
5314	242	705	44	44.208	45.967	20.260
5382	246	698	48	43.590	38.277	20.726
5438	249	687	33	261.305	23.340	14.293
5505	167	665	74	152.962	33.577	25.941
5575	169	656	79	-23.777	39.286	26.507
5644	168	646	80	-25.973	37.988	28.168
5711	163	634	74	150.386	31.123	27.527
5779	218	616	69	38.838	45.125	21.718
5846	218	604	69	38.477	52.951	21.979
5936	227	588	76	194.449	53.878	28.053
6004	243	587	84	202.272	87.720	24.986
6073	244	577	74	198.736	82.877	24.318
6141	248	570	68	198.106	84.411	23.799
6208	247	564	78	198.393	78.739	24.985
6266	248	559	79	196.661	81.222	27.398
6333	252	552	76	201.081	93.553	29.566
6400	260	548	75	203.941	124.986	27.214
6469	252	537	89	201.379	126.043	26.117
6536	249	528	91	203.536	129.111	26.677
6605	245	518	93	206.459	125.215	26.787
6695	201	483	99	215.602	45.802	26.861
6762	201	477	101	212.756	46.325	26.559
6834	201	472	101	209.890	45.902	26.897
6902	201	467	100	209.622	46.379	27.425
6994	200	460	101	208.835	46.222	27.077
7063	200	456	101	211.346	46.313	27.299
7132	205	451	85	220.585	37.964	26.249
7226	226	432	43	298.905	22.041	19.716
7292	227	419	40	1.030	20.069	18.159
7360	229	413	42	277.847	20.768	17.387
7428	230	408	45	266.881	22.239	17.301
7495	230	404	47	264.297	22.289	18.209
7588	231	399	49	259.463	23.527	19.594
7654	245	397	87	152.919	40.743	29.563
7722	266	392	101	-11.555	64.327	30.506
7791	274	387	105	-10.508	91.702	30.877
7857	284	381	106	-13.845	108.889	30.647
7950	301	372	107	-15.171	119.972	31.867
8022	322	361	104	-18.900	123.674	32.984
8089	336	353	104	-19.822	122.166	31.756
8181	362	341	105	-20.033	126.021	32.872
8282	383	328	108	-21.585	126.995	32.954
8350	395	321	111	-23.336	128.298	32.893
8408	412	311	107	-21.901	129.808	33.001
8477	429	300	110	-23.142	128.675	33.118
8544	446	289	109	-22.371	131.521	33.401
8612	463	279	111	-23.833	132.395	32.868
8680	483	266	108	-21.886	134.264	33.762
8748	503	253	104	-21.331	135.512	31.273
8816	530	238	98	-16.021	138.884	30.595
8908	566	220	101	-14.008	137.757	30.574
8975	586	211	99	-14.061	137.520	30.550
9043	610	195	103	-21.745	137.593	52.547
9110	623	192	95	-17.072	133.584	50.349
9179	639	191	99	-14.703	132.534	51.696
9270	664	193	96	-15.620	136.238	52.607
9339	682	193	75	-18.001	133.739	51.378
9407	700	194	97	-18.139	134.682	53.693
9501	714	204	107	-12.296	126.993	32.531
9569	738	202	103	-14.851	116.717	32.154
9638	771	188	106	-24.169	99.026	53.596
9738	790	189	105	-22.531	118.758	50.270
9793	804	188	111	-22.407	123.584	47.491
9862	819	186	93	-26.508	111.797	47.390
9932	833	186	87	-40.579	92.955	40.788
10000	846	180	87	-27.935	92.495	52.110
10061	864	189	104	-6.791	118.426	31.278
10129	888	190	107	-4.188	121.918	30.819
10196	912	192	102	-2.473	129.398	30.583
10264	935	194	103	2.826	137.931	30.469
10333	964	198	100	3.068	135.074	30.671
10426	1000	203	100	2.950	133.133	30.454
10493	1020	205	99	3.137	132.295	30.817
10561	1038	207	97	3.018	132.185	30.802
10628	1053	209	105	2.501	133.091	30.587
10688	1067	211	105	2.353	133.216	29.742
10756	1081	213	104	1.782	134.091	30.168
10824	1093	215	101	1.367	135.081	30.731
10893	1103	216	107	0.985	138.014	29.910
10984	1119	218	110	0.160	136.005	29.134
11053	1128	220	112	-0.327	137.055	29.942
11118	1138	221	110	-0.982	136.151	30.098
11187	1148	222	114	-2.059	132.346	30.333
11256	1168	222	111	-7.175	115.605	31.368
11314	1190	221	112	-5.256	109.286	30.618
11381	1205	222	109	0.694	117.016	30.767
11451	1218	225	106	7.082	138.920	32.402
11520	1240	229	110	8.241	145.666	32.059
11588	1261	234	110	7.346	147.359	31.931
11678	1287	240	110	7.012	144.250	31.808
11745	1302	244	111	6.624	142.135	31.697
11812	1319	247	98	5.572	131.643	31.703
11879	1342	249	91	4.896	124.316	31.200
11946	1361	251	94	3.043	124.250	30.532
12014	1380	252	94	2.103	122.028	30.612
12082	1395	253	92	2.219	122.947	31.434
12172	1415	256	93	2.981	121.096	30.854
12241	1430	259	95	5.215	114.528	31.314
12309	1452	264	97	10.751	137.107	30.841
12370	1498	278	91	12.367	135.268	29.210
12439	1554	293	98	190.965	59.764	29.894
12509	1568	298	97	14.916	80.326	30.074
12609	1583	304	93	14.588	106.228	29.642
12665	1596	308	95	14.005	115.933	29.599
12731	1607	313	95	12.992	125.172	29.758
12800	1619	317	95	12.717	129.828	29.329
12868	1634	321	92	12.852	124.197	29.589
12936	1656	328	91	12.068	129.838	28.413
13004	1690	336	87	9.856	123.452	27.119
13071	1720	338	85	7.927	121.775	26.591
13130	1773	339	90	176.881	43.535	24.944
13196	1773	335	90	175.311	46.827	25.897
13265	1772	329	74	163.528	40.977	24.324
13334	1773	320	74	158.161	38.628	23.213
13401	1770	311	70	151.153	35.533	23.004
13468	1764	306	71	150.872	31.860	21.465
13558	1723	302	43	169.534	90.351	21.302
13626	1713	302	31	151.737	43.821	14.225
13693	1714	295	27	140.508	31.241	10.125
13760	1716	284	30	144.817	37.196	13.600
13828	1826	272	38	205.154	16.923	15.223
13894	1823	268	56	204.170	23.569	19.382
13952	1820	265	71	19.546	31.678	22.405
14018	1740	263	86	7.139	78.638	25.800
14086	1769	269	87	-0.655	37.078	25.170
14153	1774	273	91	183.775	40.374	25.812
14223	1773	283	75	31.627	46.972	27.839
14289	1769	316	66	63.788	53.665	28.240
14357	1774	350	82	15.774	44.224	26.130
14424	1783	370	89	12.247	44.991	25.961
14491	1779	380	83	12.964	40.172	24.510
14581	1766	366	57	182.597	24.202	23.339
14649	1760	362	52	18.859	23.105	22.459
14716	1722	364	89	5.595	36.608	27.456
14784	1704	364	93	169.727	57.870	29.691
14850	1688	365	96	175.420	88.278	29.348
14918	1664	364	99	181.097	117.151	29.110
14985	1634	362	106	183.216	117.545	30.615
15084	1595	356	100	185.314	120.341	29.871
15143	1563	350	92	183.794	136.893	28.738
15216	1528	346	104	181.536	140.271	30.016
15319	1484	342	102	179.765	138.999	29.118
15432	1445	339	106	178.876	134.053	29.289
15548	1406	338	84	177.777	139.012	29.483
15650	1375	338	104	176.650	127.309	29.705
15742	1356	338	113	177.487	135.221	29.761
15810	1326	335	106	181.564	130.252	29.852
15877	1291	332	108	180.885	125.140	29.966
15967	1256	330	108	180.422	136.063	29.029
16035	1233	328	108	179.717	137.003	29.193
16101	1213	327	110	179.389	136.992	28.489
16168	1193	326	114	179.958	134.001	29.024
16235	1158	324	107	183.769	129.576	30.210
16303	1124	320	109	182.868	132.435	30.012
16371	1094	317	111	182.097	132.387	29.687
16439	1069	315	111	181.470	136.263	30.093
16529	1033	313	113	180.609	135.099	29.913
16597	1003	311	97	178.295	137.998	29.029
16667	937	310	100	176.539	136.175	29.820
16725	902	311	100	173.874	135.510	29.121
16793	872	313	99	172.536	133.952	29.417
16860	846	315	101	171.824	133.076	29.154
16931	822	318	101	171.195	132.211	29.367
16999	801	320	98	170.836	132.672	29.618
17058	782	323	100	170.231	128.722	29.421
17126	760	326	89	173.995	135.724	29.100
17192	723	328	98	176.871	129.190	28.379
17261	691	328	100	177.612	127.181	28.143
17329	661	327	102	176.890	124.251	28.479
17419	629	327	102	176.462	131.182	28.811
17488	609	327	102	176.414	130.308	28.943
17556	590	328	102	176.530	129.187	29.098
17627	573	328	102	176.951	130.242	28.894
17719	537	328	99	179.381	133.025	28.398
17788	509	328	101	179.079	132.031	28.691
17855	485	328	100	178.285	133.060	28.658
17912	455	327	104	181.172	132.177	28.973
17979	410	323	101	181.869	131.289	28.822
